   0.0000000e+00	             NaN	
   1.2500000e-01	   9.1205023e-11	
   2.5000000e-01	   5.5218989e-11	
   3.7500000e-01	   3.6296645e-11	
   5.0000000e-01	   3.2951779e-11	
   6.2500000e-01	   3.2426091e-11	
   7.5000000e-01	   4.0533377e-11	
   8.7500000e-01	   8.2184676e-12	
   1.0000000e+00	   1.1928117e-11	
   1.1250000e+00	   1.9438953e-11	
   1.2500000e+00	   1.1470254e-11	
   1.3750000e+00	   2.6701675e-12	
   1.5000000e+00	   9.6330726e-13	
   1.6250000e+00	   5.4763356e-13	
   1.7500000e+00	   4.6969457e-13	
   1.8750000e+00	   5.6312493e-13	
   2.0000000e+00	   8.7276953e-13	
   2.1250000e+00	   7.1278776e-13	
   2.2500000e+00	   4.1276659e-13	
   2.3750000e+00	   1.8384284e-13	
   2.5000000e+00	   8.6684617e-14	
   2.6250000e+00	   6.7682723e-14	
   2.7500000e+00	   3.1122007e-14	
   2.8750000e+00	   1.6059145e-14	
   3.0000000e+00	   9.8214837e-15	
   3.1250000e+00	   8.3451571e-15	
   3.2500000e+00	   7.1839483e-15	
   3.3750000e+00	   4.9023580e-15	
   3.5000000e+00	   3.3715012e-15	
   3.6250000e+00	   2.1382143e-15	
   3.7500000e+00	   2.2350737e-15	
   3.8750000e+00	   2.4644267e-15	
   4.0000000e+00	   2.7544524e-15	
   4.1250000e+00	   2.2059293e-15	
   4.2500000e+00	   1.8201992e-15	
   4.3750000e+00	   1.7113383e-15	
   4.5000000e+00	   1.7421862e-15	
   4.6250000e+00	   2.1586406e-15	
   4.7500000e+00	   2.6438297e-15	
   4.8750000e+00	   2.1775812e-15	
   5.0000000e+00	   3.3043326e-15	
   5.1250000e+00	   4.3031450e-15	
   5.2500000e+00	   8.8520737e-15	
   5.3750000e+00	   2.2158734e-14	
   5.5000000e+00	   3.4079487e-14	
   5.6250000e+00	   4.2302771e-14	
   5.7500000e+00	   3.5865596e-14	
   5.8750000e+00	   2.7945289e-14	
   6.0000000e+00	   2.8142381e-14	
   6.1250000e+00	   2.5740754e-14	
   6.2500000e+00	   1.5549987e-14	
   6.3750000e+00	   9.8107765e-15	
   6.5000000e+00	   4.9192916e-15	
   6.6250000e+00	   2.6268724e-15	
   6.7500000e+00	   1.7800872e-15	
   6.8750000e+00	   1.0668942e-15	
   7.0000000e+00	   6.6690231e-16	
   7.1250000e+00	   7.6689068e-16	
   7.2500000e+00	   8.7000896e-16	
   7.3750000e+00	   8.8135011e-16	
   7.5000000e+00	   1.1302001e-15	
   7.6250000e+00	   1.0649344e-15	
   7.7500000e+00	   1.0069638e-15	
   7.8750000e+00	   7.0960682e-16	
   8.0000000e+00	   6.5608230e-16	
   8.1250000e+00	   6.1600957e-16	
   8.2500000e+00	   5.8408992e-16	
   8.3750000e+00	   3.2479759e-16	
   8.5000000e+00	   4.9010955e-16	
   8.6250000e+00	   7.9996358e-16	
   8.7500000e+00	   9.5020844e-16	
   8.8750000e+00	   1.1424287e-15	
   9.0000000e+00	   9.8082458e-16	
   9.1250000e+00	   5.8749805e-16	
   9.2500000e+00	   4.8531161e-16	
   9.3750000e+00	   5.1414369e-16	
