171	9.96e-20
174	1e-19
177	1.008e-19
180	1.016e-19
184	1.024e-19
187	1.032e-19
191	1.04e-19
194	1.052e-19
198	1.064e-19
201	1.076e-19
205	1.092e-19
209	1.104e-19
213	1.12e-19
217	1.136e-19
221	1.152e-19
225	1.168e-19
229	1.188e-19
233	1.208e-19
238	1.224e-19
242	1.244e-19
247	1.264e-19
251	1.288e-19
256	1.308e-19
261	1.332e-19
265	1.352e-19
270	1.376e-19
275	1.4e-19
281	1.428e-19
286	1.452e-19
291	1.476e-19
296	1.504e-19
302	1.532e-19
308	1.56e-19
313	1.588e-19
319	1.616e-19
325	1.644e-19
331	1.676e-19
337	1.704e-19
344	1.736e-19
350	1.768e-19
356	1.8e-19
363	1.832e-19
370	1.868e-19
377	1.9e-19
384	1.936e-19
391	1.972e-19
398	2.008e-19
406	2.044e-19
413	2.084e-19
421	2.124e-19
429	2.16e-19
437	2.2e-19
445	2.244e-19
453	2.284e-19
461	2.328e-19
470	2.368e-19
479	2.412e-19
488	2.456e-19
497	2.504e-19
506	2.548e-19
515	2.596e-19
525	2.644e-19
535	2.696e-19
545	2.744e-19
555	2.796e-19
565	2.848e-19
575	2.9e-19
586	2.956e-19
597	3.008e-19
608	3.064e-19
619	3.124e-19
631	3.18e-19
643	3.24e-19
655	3.3e-19
667	3.36e-19
679	3.424e-19
692	3.488e-19
705	3.552e-19
718	3.616e-19
731	3.684e-19
745	3.752e-19
759	3.824e-19
773	3.896e-19
787	3.968e-19
802	4.04e-19
817	4.12e-19
832	4.2e-19
847	4.28e-19
863	4.36e-19
879	4.44e-19
895	4.52e-19
912	4.6e-19
929	4.68e-19
946	4.76e-19
964	4.84e-19
982	4.96e-19
1000	5.04e-19
1020	5.12e-19
1040	5.24e-19
1060	5.32e-19
1080	5.44e-19
1100	5.52e-19
1120	5.64e-19
1140	5.72e-19
1160	5.84e-19
1180	5.96e-19
1200	6.04e-19
1220	6.16e-19
1250	6.28e-19
1270	6.4e-19
1290	6.52e-19
1320	6.64e-19
1340	6.76e-19
1370	6.88e-19
1390	7.04e-19
1420	7.16e-19
1450	7.28e-19
1470	7.44e-19
1500	7.56e-19
1530	7.68e-19
1560	7.84e-19
1580	8e-19
1610	8.12e-19
1640	8.28e-19
1670	8.44e-19
1710	8.6e-19
1740	8.76e-19
1770	8.92e-19
1800	9.08e-19
1840	9.24e-19
1870	9.44e-19
1910	9.6e-19
1940	9.8e-19
1980	9.96e-19
2010	1.016e-18
2050	1.032e-18
2090	1.052e-18
2130	1.072e-18
2170	1.092e-18
2210	1.112e-18
2250	1.132e-18
2290	1.156e-18
2330	1.176e-18
2380	1.196e-18
2420	1.22e-18
2470	1.244e-18
2510	1.264e-18
2560	1.288e-18
2610	1.312e-18
2650	1.336e-18
2700	1.364e-18
2750	1.388e-18
2810	1.412e-18
2860	1.44e-18
2910	1.468e-18
2960	1.496e-18
3020	1.524e-18
3080	1.552e-18
3130	1.58e-18
3190	1.608e-18
3250	1.64e-18
3310	1.668e-18
3370	1.7e-18
3440	1.732e-18
3500	1.764e-18
3560	1.796e-18
3630	1.828e-18
3700	1.864e-18
3770	1.9e-18
3840	1.932e-18
3910	1.968e-18
3980	2.008e-18
4060	2.044e-18
4130	2.08e-18
4210	2.12e-18
4290	2.16e-18
4370	2.2e-18
4450	2.24e-18
4530	2.284e-18
4610	2.324e-18
4700	2.368e-18
4790	2.412e-18
4880	2.456e-18
4970	2.504e-18
5060	2.548e-18
5150	2.596e-18
5250	2.644e-18
5350	2.696e-18
5450	2.744e-18
5550	2.796e-18
5650	2.848e-18
5750	2.9e-18
5860	2.956e-18
5970	3.008e-18
6080	3.064e-18
6190	3.12e-18
6310	3.18e-18
6430	3.24e-18
6550	3.3e-18
6670	3.36e-18
6790	3.424e-18
6920	3.488e-18
7050	3.552e-18
7180	3.616e-18
7310	3.684e-18
7450	3.752e-18
7590	3.824e-18
7730	3.896e-18
7870	3.968e-18
8020	4.04e-18
8170	4.12e-18
8320	4.2e-18
8470	4.28e-18
8630	4.36e-18
8790	4.44e-18
8950	4.52e-18
9120	4.6e-18
9290	4.68e-18
9460	4.76e-18
9640	4.84e-18
9820	4.96e-18
