   0.0000000e+00	             NaN	
   1.2500000e-01	   3.5946378e-11	
   2.5000000e-01	   2.0547162e-11	
   3.7500000e-01	   2.3300782e-11	
   5.0000000e-01	   3.2757476e-11	
   6.2500000e-01	   2.8310706e-11	
   7.5000000e-01	   1.6004046e-10	
   8.7500000e-01	   1.8518985e-11	
   1.0000000e+00	   6.2348656e-12	
   1.1250000e+00	   1.9173812e-12	
   1.2500000e+00	   1.7735481e-12	
   1.3750000e+00	   9.0955717e-13	
   1.5000000e+00	   5.0467479e-13	
   1.6250000e+00	   4.2018520e-13	
   1.7500000e+00	   4.6694595e-13	
   1.8750000e+00	   4.4890000e-13	
   2.0000000e+00	   4.1454758e-13	
   2.1250000e+00	   4.7694640e-13	
   2.2500000e+00	   2.4600375e-13	
   2.3750000e+00	   1.1240708e-13	
   2.5000000e+00	   5.6335820e-14	
   2.6250000e+00	   5.7495998e-14	
   2.7500000e+00	   5.7786895e-14	
   2.8750000e+00	   3.1945038e-14	
   3.0000000e+00	   2.5998083e-14	
   3.1250000e+00	   2.8334460e-14	
   3.2500000e+00	   2.4637918e-14	
   3.3750000e+00	   2.1031675e-14	
   3.5000000e+00	   1.9179658e-14	
   3.6250000e+00	   1.7992965e-14	
   3.7500000e+00	   1.1482620e-14	
   3.8750000e+00	   9.1842208e-15	
   4.0000000e+00	   9.2801098e-15	
   4.1250000e+00	   8.1432844e-15	
   4.2500000e+00	   9.2815159e-15	
   4.3750000e+00	   1.1006575e-14	
   4.5000000e+00	   1.0739075e-14	
   4.6250000e+00	   9.1575199e-15	
   4.7500000e+00	   8.4632004e-15	
   4.8750000e+00	   9.3936298e-15	
   5.0000000e+00	   1.1537263e-14	
   5.1250000e+00	   7.5720540e-15	
   5.2500000e+00	   6.3570473e-15	
   5.3750000e+00	   8.4883852e-15	
   5.5000000e+00	   1.5383140e-14	
   5.6250000e+00	   2.1034008e-14	
   5.7500000e+00	   2.2425036e-14	
   5.8750000e+00	   2.3681798e-14	
   6.0000000e+00	   2.5084061e-14	
   6.1250000e+00	   2.7233936e-14	
   6.2500000e+00	   2.5500986e-14	
   6.3750000e+00	   2.2322344e-14	
   6.5000000e+00	   2.3137987e-14	
   6.6250000e+00	   1.7040920e-14	
   6.7500000e+00	   9.8502517e-15	
   6.8750000e+00	   8.8567097e-15	
   7.0000000e+00	   1.4276907e-14	
   7.1250000e+00	   1.4968783e-14	
   7.2500000e+00	   1.3628374e-14	
   7.3750000e+00	   1.5390071e-14	
   7.5000000e+00	   1.4942881e-14	
   7.6250000e+00	   1.1156547e-14	
   7.7500000e+00	   8.4051971e-15	
   7.8750000e+00	   9.2383374e-15	
   8.0000000e+00	   9.2209486e-15	
   8.1250000e+00	   1.0466693e-14	
   8.2500000e+00	   1.0786711e-14	
   8.3750000e+00	   9.1353056e-15	
   8.5000000e+00	   7.7647185e-15	
